title	authors	source	discovered	published	open_access	peer_review	citation_type	countries_of_coverage	countries_of_researcher	keywords	literature_type	websites	identifiers	id	abstract	topics	added	gbif_download_key
crestr: an R package to perform probabilistic climate reconstructions from palaeoecological datasets	Manuel Chevalier	Climate of the Past	20.04.2022	2022-04-19T00:00:00.000Z	true	true	DOI		GERMANY|SWITZERLAND		JOURNAL	https://doi.org/10.5194/cp-18-821-2022	10.5194/cp-18-821-2022	14be9d5e-dea4-31d7-a3a7-b53bd0765a65	Statistical climate reconstruction techniques are fundamental tools to study past climate variability from fossil proxy data. In particular, the methods based on probability density functions (or PDFs) can be used in various environments and with different climate proxies because they rely on elementary calibration data (i.e. modern geolocalised presence data). However, the difficulty of accessing and curating these calibration data and the complexity of interpreting probabilistic results have often limited their use in palaeoclimatological studies. Here, I introduce a new R package (crestr) to apply the PDF-based method CREST (Climate REconstruction SofTware) on diverse palaeoecological datasets and address these problems. crestr includes a globally curated calibration dataset for six common climate proxies (i.e. plants, beetles, chironomids, rodents, foraminifera, and dinoflagellate cysts) associated with an extensive range of climate variables (20 terrestrial and 19 marine variables) that enables its use in most terrestrial and marine environments. Private data collections can also be used instead of, or in combination with, the provided calibration dataset. The package includes a suite of graphical diagnostic tools to represent the data at each step of the reconstruction process and provide insights into the effect of the different modelling assumptions and external factors that underlie a reconstruction. With this R package, the CREST method can now be used in a scriptable environment and thus be more easily integrated with existing workflows. It is hoped that crestr will be used to produce the much-needed quantified climate reconstructions from the many regions where they are currently lacking, despite the availability of suitable fossil records. To support this development, the use of the package is illustrated with a step-by-step replication of a 790â€‰000-year-long mean annual temperature reconstruction based on a pollen record from southeastern Africa.	CLIMATE_CHANGE|ECOLOGY	2022-04-20T08:09:00.387Z	0068201-200613084148143|0068183-200613084148143|0068243-200613084148143|0068235-200613084148143|0336364-200613084148143|0068232-200613084148143|0068202-200613084148143|0068241-200613084148143|0068218-200613084148143|0068185-200613084148143|0068238-200613084148143|0068222-200613084148143|0336362-200613084148143|0068220-200613084148143|0068234-200613084148143|0068195-200613084148143
Current GBIF occurrence data demonstrates both promise and limitations for potential red listing of spiders	Vaughn Shirey|Sini SeppÃ¤lÃ¤|Vasco Branco|Pedro Cardoso	Biodiversity Data Journal	24.12.2019	2019-12-19T00:00:00.000Z	true	true	DOI		UNITED_STATES|FINLAND	Araneae|IUCN|arthropoda|conservation|extent of occurrence	JOURNAL	https://doi.org/10.3897/bdj.7.e47369	10.3897/bdj.7.e47369	a6b813cd-ae2f-3fd6-bba7-a839ffca46f0	Conservation assessments of hyperdiverse groups of organisms are often challenging and limited by the availability of occurrence data needed to calculate assessment metrics such as extent of occurrence (EOO). Spiders represent one such diverse group and have historically been assessed using primary literature with retrospective georeferencing. Here we demonstrate the differences in estimations of EOO and hypothetical IUCN Red List classifications for two extensive spider datasets comprising 479 species in total. The EOO were estimated and compared using literature-based assessments, Global Biodiversity Information Facility (GBIF)-based assessments and combined data assessments. We found that although few changes to hypothetical IUCN Red List classifications occurred with the addition of GBIF data, some species (3.3%) which could previously not be classified could now be assessed with the addition of GBIF data. In addition, the hypothetical classification changed for others (1.5%). On the other hand, GBIF data alone did not provide enough data for 88.7% of species. These results demonstrate the potential of GBIF data to serve as an additional source of information for conservation assessments, complementing literature data, but not particularly useful on its own as it stands right now for spiders.	CONSERVATION	2020-11-24T15:48:36.466Z	0002380-180730143533302|0032653-180508205500799|0018576-191105090559680|0008043-170714134226665|0032657-180508205500799|0002381-180730143533302|0032655-180508205500799|0007897-170714134226665|0003944-180508205500799|0032647-180508205500799|0003505-180508205500799|0032650-180508205500799|0002383-180730143533302|0032656-180508205500799|0002377-180730143533302|0008256-170714134226665|0003943-180508205500799
Data for the calculation of an indicator of the comprehensiveness of conservation of useful wild plants	Colin K. Khoury|Daniel Amariles|Jonatan Stivens Soto|Maria Victoria Diaz|Steven Sotelo|Chrystian C. Sosa|Julian RamÃ­rez-Villegas|Harold A. Achicanoy|Nora P. CastaÃ±eda-Ãlvarez|Blanca LeÃ³n|John H. Wiersema	Data in Brief	04.12.2018	2018-12-04T00:00:00.000Z	true	true	DOI		COLOMBIA|PERU|GERMANY|UNITED_STATES	Bioclimatic variables|Biodiversity indicators|Eco-geographic predictors|Economic Plants|Occurrence data	JOURNAL	https://doi.org/10.1016/j.dib.2018.11.125	10.1016/j.dib.2018.11.125	09a3cf74-a9a9-3e6b-82fe-3445b2dc68ee	The datasets and code presented in this article are related to the research article entitled â€œComprehensiveness of conservation of useful wild plants: an operational indicator for biodiversity and sustainable development targetsâ€1. The indicator methodology includes five main steps, each requiring and producing data, which are fully described and available here. These data include: species taxonomy, uses, and general geographic information (dataset 1); species occurrence data (dataset 2); global administrative areas data (dataset 3); eco-geographic predictors used in species distribution modeling (dataset 4); a world map raster file (dataset 5); species spatial distribution modeling outputs (dataset 6); ecoregion spatial data used in conservation analyses (dataset 7); protected area spatial data used in conservation analyses (dataset 8); and countries, sub-regions, and regions classifications data (dataset 9). These data are available at http://dx.doi.org/10.17632/2jxj4k32m2.1. In combination with the openly accessible methodology code (https://github.com/CIAT-DAPA/UsefulPlants-Indicator), these data facilitate indicator assessments and serve as a baseline against which future calculations of the indicator can be measured. The data can also contribute to other species distribution modeling, ecological research, and conservation analysis purposes.	DATA_PAPER	2020-11-24T15:52:48.507Z	0000443-180131172636756
Data from public and governmental databases show that a large proportion of the regional animal species pool occur in cities in Germany	Fabio S T Sweet|Beate Apfelbeck|Maximilian Hanusch|Cynthia Garland Monteagudo|Wolfgang W Weisser	Journal of Urban Ecology	08.03.2022	2022-02-15T00:00:00.000Z	true	true	DOI	GERMANY	GERMANY|AUSTRIA		JOURNAL	https://doi.org/10.1093/jue/juac002	10.1093/jue/juac002	dc4c64f7-d153-3aa2-85cb-43778621ae03	Cities have been shown to be biodiverse, but it is unclear what fraction of a regional species pool can live within city borders and how this differs between taxa. Among animals, most research has focused on a few well-studied taxa, such as birds or butterflies. For other species, progress is limited by the paucity of data. We used species occurrence data for 11 taxa and 23 German cities from the Global Biodiversity Information Facility (GBIF) and the different German states, in a 50-km buffer around the city centre, to investigate what proportion of species of the regional species pools also occur in cities. While data could be obtained for all cities from GBIF, state databases only provided data for a subset of cities. Sample coverage of data from GBIF was higher across all taxa than of the state databases. For each database and taxon, we analysed (i) all cities where the number of occurrences of a taxon was &amp;gt;50 and (ii) only those cities where additionally sample coverage was &amp;gt;0.85. Across all taxa studied on average, 44.9â€‰Â±â€‰7.2% (GBIF) and 40.8â€‰Â±â€‰9.6% (German states) of the species of the regional species pool were also found in cities. When all cities were considered together, more than 76% of all species occurred within city borders. Our results show that German cities harbour a large part of the regional diversity of different taxa when city borders rather than the city centre is considered. This opens up ample opportunities for conservation and for fostering humanâ€“nature relationships.	ECOLOGY	2022-03-15T13:45:24.972Z	0055620-200613084148143|0050764-200613084148143|0055621-200613084148143|0055623-200613084148143|0041710-200613084148143|0056176-200613084148143
Deeply digging the interaction effect in multiple linear regressions using a fractional-power interaction term	Xinhai Li|Baidu Li|Guiming Wang|Xiangjiang Zhan|Marcel Holyoak	MethodsX	21.09.2020	2020-09-16T00:00:00.000Z	false	true	DOI		CHINA|UNITED_STATES|CANADA	Fractional-power interaction regression (FPIR)|InteractionFPIR|Multiple linear regression|Nonlinearity|R package	JOURNAL	https://doi.org/10.1016/j.mex.2020.101067	10.1016/j.mex.2020.101067	be3f890d-d783-3996-93b6-7acbab35f5c0	In multiple regression Y ~ Î²0 + Î²1X1 + Î²2X2 + Î²3X1 X2 + É›., the interaction term is quantified as the product of X1 and X2. We developed fractional-power interaction regression (FPIR), using Î²X1M X2N as the interaction term. The rationale of FPIR is that the slopes of Y-X1 regression along the X2 gradient are modeled using the nonlinear function (Slope = Î²1 + Î²3MX1M-1 X2N), instead of the linear function (Slope = Î²1 + Î²3X2) that regular regressions normally implement. The ranges of M and N are from -56 to 56 with 550 candidate values, respectively. We applied FPIR using a well-studied dataset, nest sites of the crested ibis (Nipponia nippon).We further tested FPIR by other 4692 regression models. FPIRs have lower AIC values (-302 Â± 5003.5) than regular regressions (-168.4 Â± 4561.6), and the effect size of AIC values between FPIR and regular regression is 0.07 (95% CI: 0.04â€“0.10). We also compared FPIR with complex models such as polynomial regression, generalized additive model, and random forest. FPIR is flexible and interpretable, using a minimum number of degrees of freedom to maximize variance explained. We have provided a new R package, interactionFPIR, to estimate the values of M and N, and suggest using FPIR whenever the interaction term is likely to be significant.	BIODIVERSITY_SCIENCE	2020-11-24T15:48:07.399Z	0023401-181108115102211|0023393-181108115102211|0023434-181108115102211|0022045-181108115102211|0029324-181108115102211|0023719-181108115102211|0029821-181108115102211|0023685-181108115102211|0021477-181108115102211|0024130-181108115102211
Developing Standards for Improved Data Quality and for Selecting Fit for Use Biodiversity Data	Arthur Chapman|Lee Belbin|Paula Zermoglio|John Wieczorek|Paul Morris|Miles Nicholls|Emily Rose Rees|Allan Veiga|Alexander Thompson|Antonio Saraiva|Shelley James|Christian Gendreau|Abigail Benson|Dmitry Schigel	Biodiversity Information Science and Standards	24.03.2020	2020-03-20T00:00:00.000Z	true	true	DOI		DENMARK|BRAZIL|UNITED_STATES|ARGENTINA|AUSTRALIA	Darwin Core|GBIF|data quality|data quality tests|fitness for use|framework|profile|standards|tests and assertions|vocabularies	JOURNAL	https://doi.org/10.3897/biss.4.50889	10.3897/biss.4.50889	7f6cb6f2-828f-3ae6-8e7b-e9a24e1c3572	The quality of biodiversity data publicly accessible via aggregators such as GBIF (Global Biodiversity Information Facility), the ALA (Atlas of Living Australia), iDigBio (Integrated Digitized Biocollections), and OBIS (Ocean Biogeographic Information System) is often questioned, especially by the research community. The Data Quality Interest Group, established by Biodiversity Information Standards (TDWG) and GBIF, has been engaged in four main activities: developing a framework for the assessment and management of data quality using a fitness for use approach; defining a core set of standardised tests and associated assertions based on Darwin Core terms; gathering and classifying user stories to form contextual-themed use cases, such as species distribution modelling, agrobiodiversity, and invasive species; and developing a standardised format for building and managing controlled vocabularies of values. Using the developed framework, data quality profiles have been built from use cases to represent user needs. Quality assertions can then be used to filter data suitable for a purpose. The assertions can also be used to provide feedback to data providers and custodians to assist in improving data quality at the source. A case study, using two different implementations of tests and assertions based around the Darwin Core "Event Date" terms, were also tested against GBIF data, to demonstrate that the tests are implementation agnostic, can be run on large aggregated datasets, and can make biodiversity data more fit for typical research uses.	BIODIVERSITY_SCIENCE	2020-11-24T15:50:44.967Z	0005677-190813142620410|0007714-190320150433242
Digital Accessible Knowledge of the birds of India: Characterizing gaps in time and space	A. Townsend Peterson|R. Suresh Kumar|Manoj V. Nair|Gautam Talukdar	Current Science	17.07.2018	2018-01-01T00:00:00.000Z	false	true	DOI	INDIA	INDIA	Birds|India|digital accessible knowledge|global change|primary biodiversity data	JOURNAL	http://www.currentscience.ac.in/Volumes/115/01/0035.pdf	10.18520/cs/v115/i1/35-42	1d8c895b-ad74-3502-a90d-df24e9ee1f50	This paper evaluates Digital Accessible Knowledge on occurrence of Indian bird species. More than 2 million primary occurrence records from across India were obtained from the Global Biodiversity Information Facility and eBird. These were processed into maps of inventory completeness across the country both prior to 1980 and after 2000, in an attempt to develop evaluations of faunal change resulting from global climate change. We found good coverage of the country by wellinventoried areas after 2000, but almost no coverage prior to 1980. As such, in before-and-after comparisons documenting effects of global change on Indian birds, the â€˜afterâ€™ is well documented, but the â€˜beforeâ€™ is lacking. This significant information gap points to the need for digital capture and open sharing of historical information regarding Indian bird speciesâ€™ occurrences; this information will derive in large part from natural history museum specimens, particularly in India and Great Britain, and potentially from older observational data sources and the literature.	BIODIVERSITY_SCIENCE	2020-11-24T15:51:13.989Z	0008668-160118175350007|0007335-160118175350007
Diminishing growth of zoological natural history collections threatens future research in the life sciences and beyond	D. C. Card	bioRxiv	03.10.2023	2023-10-02T00:00:00.000Z	true	false	DOI		UNITED_STATES		WORKING_PAPER	https://doi.org/10.1101/2023.09.29.560208	10.1101/2023.09.29.560208	05670185-554a-3210-8a80-0412659bdc1c	Natural history museums comprise a unique and important component of biological infrastructure worldwide, and underlie diverse research, education, and outreach in the natural sciences. Each museum is built around one or more biological collections that serve as a repository of important materials for study, which have contributed to scientific research in increasingly important areas ranging from understanding global climate change to developing new biotechnological applications. However, despite centuries of existence, global collections sizes have only been recently estimated, and aside from analyses of certain institutions or well-studied clades, little is known about how patterns of collecting activity across institutions, geographic regions, or taxonomic clades, or how these patterns vary across time. To address this important gap in our understanding of critical life sciences infrastructure, I gathered and analyzed zoological records associated with preserved specimens collected between 1900 and 2015 and housed in worldwide natural history collections using data from the Global Biodiversity Information Facility. My analysis indicated that global, museum-associated collecting activity focused on animals has varied greatly over time, peaking around 2000 and declining significantly since. By stratifying data by institution, nation, and taxonomic phylum and class, I also illuminated how individual data series contribute to these global patterns.  Institutions and nations had either concentrated or dispersed periods of relatively high collecting activity that occurred over different time periods, although most growth occurred in the second half of the 20th century for both many individual institutions and globally. Certain taxonomic clades comprise the largest proportions of collections records over this time period, namely arthropods (especially insects) and chordates (especially vertebrates), underscoring the taxonomically biased collecting histories of many institutions. Altogether, my analyses provide a critical, early view of historical zoological collecting activity and, to help other museum stakeholders to explore the data and results in more depth, I also describe and release NHMinformatics, an interactive dashboard built using R Shiny. These resources, when combined with recommendations I have made for sustainable collections growth, will be helpful for establishing policy goals, provisioning museum infrastructure, and training curatorial personnel.	BIODIVERSITY_SCIENCE	2023-11-02T10:00:04.004Z	0267246-220831081235567
Ecological niche modelling and climate change in two species groups of huntsman spider genus Eusparassus in the Western Palearctic	Majid Moradmand|Masoud Yousefi	Scientific Reports	11.03.2022	2022-03-09T00:00:00.000Z	true	true	DOI		GERMANY|IRAN		JOURNAL	https://doi.org/10.1038/s41598-022-08145-9	10.1038/s41598-022-08145-9	af28b3e2-8d85-3b1d-83c5-ba738e578870	The huntsman spidersâ€™ genus Eusparassus are apex arthropod predators in desert ecosystems of the Afrotropical and Palearctic ecoregions. The Eusparassus dufouri and E. walckenaeri clades are two distinct taxonomic, phylogenetic, and geographic units concerning morphology, molecular phylogeny, and spatial data; but little is known about their ecological niche. We applied the maximum-entropy approach and modelled ecologic niches of these two phylogenetically closely related clades. Ecological niches of the two clades were compared using identity and background tests and two different metrics, the Schoonerâ€™s D and Warrenâ€™s I. We also predicted the impacts of climate change on the distribution of the two clades. The results of the identity test showed that the ecological niches of the two clades were different in geographic space but were similar in environmental space. While results of the background test revealed that the ecological niches of the two clades were similar in geographic and environmental space. This indicated that â€œniche conservatismâ€ had an important role over the evolutionary time of allopatric diversification. However, the normalized difference vegetation index vs. topographic heterogeneity had influenced the niches of the dufouri and walckenaeri clades, respectively. The analyses recovered that the two cladesâ€™ climatically suitable habitats will increase under future climate (the year 2070). However, since the two clades are characterized by the narrow range of environmental optimum and the accordingly high limits of tolerance, they are vulnerable to climate change.	CLIMATE_CHANGE	2022-03-16T13:37:43.567Z	0341586-200613084148143
Effectively and accurately mapping global biodiversity patterns for different regions and taxa	Alice C. Hughes|Michael C. Orr|Qinmin Yang|Huijie Qiao	Global Ecology and Biogeography	23.04.2021	2021-04-22T00:00:00.000Z	false	true	generic		CHINA	Accuracy assessment|Birdlife|UCN|biodiversity mapping|spatial ecology|species range maps	JOURNAL	https://onlinelibrary.wiley.com/doi/10.1111/geb.13304	10.1111/geb.13304	fcdfdcc3-d28c-3f8f-8a43-8944c79d3cf2	Aim: The aim was to understand the representativeness and accuracy of expert range maps and to explore alternative methods for mapping species distributions accurately.  Location: Global.  Time period Contemporary.  Major taxa studied Terrestrial vertebrates and Odonata.  Methods: We analysed the biases in 50,768 animal International Union for Conservation of Nature, Global Assessment of Reptile Distributions and BirdLife species maps and assessed the links between these maps and existing political boundaries and various nonâ€ecological boundaries to assess their accuracy for certain types of analyses. We crossâ€referenced each species map with data from the Global Biodiversity Information Facility to assess whether maps captured the whole range of a species and what percentage of occurrence points fell within the assessed range of the species. In addition, we used a number of different methods to map diversity patterns and compared these with highâ€resolution models of distribution patterns.  Results: On average, 20â€“30% of the nonâ€coastal range boundaries of species overlapped with administrative national boundaries. In total, 60% of areas with the highest spatial turnover in species (high densities of species range boundaries marking high levels of shift in the community of species present) occurred at political boundaries, which was especially common in Southeast Asia. Different biases existed for different taxa, with gridded analysis in reptiles, river basins in Odonata (except the Americas) and county boundaries for amphibians in the USA. On average, up to half (25â€“46%) of the recorded range points of species fell outside their mapped distributions. Filtered minimum convex polygons performed better than expert range maps in reproducing modelled diversity patterns.  Main conclusions Expert range maps showed high bias at administrative borders in all taxa, but this was highest at the transition from tropical to subtropical regions. The methods used were inconsistent across space, time and taxa, and the ranges mapped did not match species distribution data. Alternative approaches can reconstruct patterns of distribution better than expert maps, and dataâ€driven approaches are needed to provide reliable alternatives to gain a better understanding of species distributions.	CONSERVATION|BIOGEOGRAPHY|ECOLOGY	2021-05-06T12:32:00.695Z	0001658-190415153152247|0000487-190306134739812|0001653-190415153152247|0001656-190415153152247
En busca de la fuente: definiendo el origen de Cyrtophora citricola (Araneae: Araneidae), una especie invasora en AmÃ©rica utilizando comparaciones ambientales.	Laura Marcela Segura HernÃ¡ndez		12.09.2019	2019-09-12T00:00:00.000Z	false	false	DOI		COSTA_RICA	America|Ecological Niche Modeling|Meditarrenean Basin|South Africa|biogeography|biological invasion	THESIS	http://www.ciencias.ucr.ac.cr/sites/default/files/LauraSegura-2019-En busca de la fuente definiendo el origen de Cyrtophora citricola %28Aranea Araneidae%29%2C una especie invasora en AmÃ©rica utilizando comparaciones ambientales.pdf		1ae1003e-f41e-3345-97e0-b3aaece15a88	In the study of biological invasions, it is important to know the origin of each invasion in order to assess the possible impacts the foreign organism might have on the new regions, as this aids to take the necessary measures to minimize said impacts. Cyrtophora citricola is a species that was recently introduced to the American continent, however, it is unknown the way in which this species came to the continent nor the placed where the invasion came from. Until now, it has been considered that the species has a broad native distribution â€“ Europe, Africa and the East of Asia-, however, molecular analyses show considerable differences between the native populations, as well as they show that the South African populations are more similar to the populations in America. On the other hand, similarities in both morphology and behaviour between the Mediterranean and American populations, alongside the high commercial trade 9 between the two regions, support that this species might have arrived from the Mediterranean region. In order to elucidate the origin of the invasion of C. citricola, I used Ecological Niche Models, alongside Environmental Principal Component Analysis, to compare the environmental conditions of the two origin sited considered (South of Africa and the Mediterranean) to those of the sites where the species have been reported in the invaded region. As it is a recent invasion (just 20 years have passed since its first report), it is considered that the American populations will occur in sites with similar environmental conditions to those of the region where the species came from. Therefore, when comparing the environmental conditions associated to the American populations with those of the populations in both native regions, the native region with higher environmental similarity can be considered as the region of origin of the invasion. My results consistently support that the the South of Africa is the region with higher environmental similarity in comparison to the invaded sites in America. This agrees with the molecular analyses, and we conclude that it is highly possible the species migrated from the South of Africa. This results open the door to studies focused in assessing the possible impacts this species might have in the invaded sites, because knowing the natural history of the populations where the species came from allows us to assess the risks based on the aspects and interactions this species has in its own native habitat.	INVASIVES	2020-11-24T15:53:59.585Z	0027001-180131172636756
Enabling possibilities to quantify past climate from fossil assemblages at a global scale	Manuel Chevalier	Global and Planetary Change	03.02.2019	2019-01-30T00:00:00.000Z	false	true	DOI		SWITZERLAND	CREST method|GBIF database|Modern distributions|Palaeoclimate quantification|Probability density functions	JOURNAL	https://doi.org/10.1016/j.gloplacha.2019.01.016	10.1016/j.gloplacha.2019.01.016	fda155ab-5197-3a27-977a-ebcf7a0c3589	The field of quantitative palaeoclimatology has made significant progress in the past decades. However, this progress has been spatially heterogeneous and strong discrepancies â€“ both in terms of quality and density â€“ exist between Europe and North America and the rest of the world. The need to balance this distribution of quantified records has never been stronger, and improving our understanding of past global climate is urgent in order to better evaluate and employ the predictions of climate models. In this paper, it is argued that this gap can be reduced by applying the climate reconstruction method CREST (Climate REconstruction SofTware) calibrated using the open-access GBIF (Global Biodiversity Information Facility) database, which contains hundreds of thousands modern distributions of numerous bio-indicator proxies (e.g. pollen, chironomids, foraminifers, etc.). Using the taxonomical diversity of the GBIF database, CREST can be used to reconstruct various climate and/or environmental parameters from assemblage variety of different records. Independent from the usual reconstruction techniques using surface samples for calibration, the CREST/GBIF framework can also be used as an independent tool that can be easily and efficiently applied (1) to complete the global coverage of climate reconstructions, as exemplified with a precipitation reconstruction from Lake Van, Turkey, (2) to revisit existing data sets to obtain new quantitative reconstructions, and (3) to evaluate and/or refine reconstructions based on other methods. The application of this tool promises to foster advances in our understanding of the past climate variability of the Earth system at a global scale.	CLIMATE_CHANGE	2020-11-24T15:47:39.516Z	0027329-180131172636756|0027335-180131172636756|0027341-180131172636756|0027333-180131172636756|0027327-180131172636756|0027343-180131172636756|0027339-180131172636756|0027331-180131172636756|0027342-180131172636756
Environmental and geographical biases in plant specimen data from the Colombian Andes	Carlos A Vargas|Marius Bottin|Tiina SÃ¤rkinen|James E Richardson|Lauren Raz|Carol X Garzon-Lopez|Adriana Sanchez	Botanical Journal of the Linnean Society	24.09.2022	2022-08-24T00:00:00.000Z	true	true	DOI	COLOMBIA	COLOMBIA|IRELAND	Colombia|collecting bias|flora|herbarium specimens|northern Andes|sampling completeness	JOURNAL	https://doi.org/10.1093/botlinnean/boac035	10.1093/botlinnean/boac035	2278e965-06fb-3480-ad29-9d8e6d7f5e26	                Specimen records are a major source of species information for biodiversity research. However, specimen records currently available may be geographically or environmentally biased. Detailed knowledge of biases is useful for understanding and accounting for errors they introduce into analyses of biodiversity patterns. Here we study geographical and environmental biases in online records representing the flora of the Colombian Andes and explore their effect on sample completeness at different spatial scales. We found a strong geographical and environmental sampling bias. Plant records were concentrated close to cities where herbaria and researchers are located. The highlandsâ€…&amp;gt;â€…2000 m are better sampled, whereas mid- and lowlands remain poorly sampled (i.e. montane and lowland forest). Sampling completeness (SC) median across the Colombian Andes isâ€…&amp;lt;â€…75% at the scales studied. We explore possible causes of sampling bias, identify critical gaps and priority areas for plant sampling and make recommendations for strategies to increase SC and reduce biases.	BIOGEOGRAPHY|BIODIVERSITY_SCIENCE|ECOLOGY	2022-09-26T08:56:01.701Z	0095337-160910150852091
Environmental DNA from a small sample of reservoir water can tell volumes about its biodiversity.	AndrÃ© L. Q. Torres|Danielle L. A. S. Amaral|Murilo Guimaraes|Henrique B. Pinheiro|Camila M. Pereira|Giovanni M. de Castro|Luana T. A. Guerreiro|Juliana Alves Americo|Mauro F. Rebelo	bioRxiv	07.08.2021	2021-08-07T00:00:00.000Z	true	false	DOI	BRAZIL	BRAZIL		WORKING_PAPER	https://doi.org/10.1101/2021.08.06.455478	10.1101/2021.08.06.455478	b0d78901-0502-3920-ba1c-ef7af140f18b	We evaluated the potential of metabarcoding in assessing the environmental DNA (eDNA) biodiversity profile in the water column of an hydroelectric power plant reservoir in southeast Brazil. Samples were obtained in three technical replicates at 1 km from the dam at 1, 13 and 25 m depths. For each minibarcodes -- COI, 12S and 16S -- 1.5 million paired-reads (150 base pairs) were sequenced. A total of 44 unique taxa were found. COI identified most of the taxa (34 taxa; 77.2 %) followed by 16S (14; 31.8 %) and 12S (10; 22.7 %). All minibarcodes identified fishes (13 taxa), however, COI detected other aquatic macro-invertebrates (18), algae (3) and amoebas (2). Richness was the same across the three depths (35 taxa), although, beta diversity suggested slightly divergent profiles. In just one location we identified 15 taxa never reported previously, 50% of the fish species identified in the last year of fishery monitoring and 13% of the species in biodiversity surveys performed from 2012 to 2021. Clustering into Amplicon Sequence Variants (ASV) showed that 12S and 16S are able to detect predominant haplotypes of fishes, suggesting they are suitable to study population genetics of this group. In this study we reviewed the species occurring within the Tr&amp;ecircs Irm&amp;atildeos reservoir according to previous conventional surveys and demonstrated that eDNA metabarcoding can be applied to monitor its biodiversity.	BIODIVERSITY_SCIENCE	2021-08-09T10:10:06.555Z	0069785-200613084148143
Establishing the Foundation for the Global Observing System for Marine Life	Erin V. Satterthwaite|Nicholas J. Bax|Patricia Miloslavich|Lavenia Ratnarajah|Gabrielle Canonico|Daniel Dunn|Samantha E. Simmons|Roxanne J. Carini|Karen Evans|Valerie Allain|Ward Appeltans|Sonia Batten|Lisandro Benedetti-Cecchi|Anthony T. F. Bernard|Sky Bristol|Abigail Benson|Pier Luigi Buttigieg|Leopoldo Cavaleri Gerhardinger|Sanae Chiba|Tammy E. Davies|J. Emmett Duffy|Alfredo Giron-Nava|Astrid J. Hsu|Alexandra C. Kraberg|Raphael M. Kudela|Dan Lear|Enrique Montes|Frank E. Muller-Karger|Todd D. Oâ€™Brien|David Obura|Pieter Provoost|Sara Pruckner|Lisa-Maria Rebelo|Elizabeth R. Selig|Olav Sigurd Kjesbu|Craig Starger|Rick D. Stuart-Smith|Marjo Vierros|John Waller|Lauren V. Weatherdon|Tristan P. Wellman|Anna Zivian	Frontiers in Marine Science	16.11.2021	2021-10-25T00:00:00.000Z	true	true	DOI		NORWAY|ITALY|NEW_CALEDONIA|AUSTRALIA|DENMARK|BELGIUM|BRAZIL|SRI_LANKA|JAPAN|UNITED_KINGDOM|UNITED_STATES|SOUTH_AFRICA|VENEZUELA|KENYA|CANADA	biodiversity|climate change|environmental monitoring|essential ocean variables|global coordination|long term observations|sustainability|time series	JOURNAL	https://doi.org/10.3389/fmars.2021.737416	10.3389/fmars.2021.737416	60686e99-97b2-35f4-b867-5712ff419a18	Maintaining healthy, productive ecosystems in the face of pervasive and accelerating human impacts including climate change requires globally coordinated and sustained observations of marine biodiversity. Global coordination is predicated on an understanding of the scope and capacity of existing monitoring programs, and the extent to which they use standardized, interoperable practices for data management. Global coordination also requires identification of gaps in spatial and ecosystem coverage, and how these gaps correspond to management priorities and information needs. We undertook such an assessment by conducting an audit and gap analysis from global databases and structured surveys of experts. Of 371 survey respondents, 203 active, long-term (&amp;gt;5 years) observing programs systematically sampled marine life. These programs spanned about 7% of the ocean surface area, mostly concentrated in coastal regions of the United States, Canada, Europe, and Australia. Seagrasses, mangroves, hard corals, and macroalgae were sampled in 6% of the entire global coastal zone. Two-thirds of all observing programs offered accessible data, but methods and conditions for access were highly variable. Our assessment indicates that the global observing system is largely uncoordinated which results in a failure to deliver critical information required for informed decision-making such as, status and trends, for the conservation and sustainability of marine ecosystems and provision of ecosystem services. Based on our study, we suggest four key steps that can increase the sustainability, connectivity and spatial coverage of biological Essential Ocean Variables in the global ocean: (1) sustaining existing observing programs and encouraging coordination among these; (2) continuing to strive for data strategies that follow FAIR principles (findable, accessible, interoperable, and reusable); (3) utilizing existing ocean observing platforms and enhancing support to expand observing along coasts of developing countries, in deep ocean basins, and near the poles; and (4) targeting capacity building efforts. Following these suggestions could help create a coordinated marine biodiversity observing system enabling ecological forecasting and better planning for a sustainable use of ocean resources.	MARINE	2021-12-08T12:33:43.154Z	
